Track,Artist,Release Date,ISRC,All Time Rank,Spotify,YouTube,TikTok,Pandora,Soundcloud,Shazam
Aesthetic,Xilo,2/14/2020,QZFZ22071847,969,"27,312,761","3,538,161","5,979,843,010","174,203",,"26,178"
get him back!,Olivia Rodrigo,9/8/2023,USUG12304099,971,"287,724,574","54,771,296","469,327,093","6,371,213","910,103","770,996"
LA PEOPLE II,Peso Pluma,3/21/2024,QM4TX2458976,978,"123,243,341","53,762,979","3,100,000","2,185,039",,"121,403"
"Valerie - Live At BBC Radio 1 Live Lounge, London / 2007",Amy Winehouse,4/12/2024,GBCAD2000628,974,"562,814,594",,,,,
The Tortured Poets Department,Taylor Swift,4/18/2024,USUG12401029,975,"150,693,008","15,389,385","39,100","3,131,451",,"49,802"
Your Love (9PM),ATB,1/15/2021,DECE72003523,976,"721,002,104","118,729,044","81,735,548","24,235,804","5,026,745","7,799,522"
One Side,Iyanya,9/15/2022,ZA41S2225757,977,"23,823,099","75,987,807","1,004,679,876",,,
HEAT STICK,Shoreline Mafia,5/10/2024,USAT22402903,979,"20,538,101","3,575,151","108,700","1,637,484","1,415,426","75,399"
Photograph,Ed Sheeran,1/1/2013,GBAHS1400094,980,"2,525,355,904","1,884,843,329","4,406,781,129","450,907,868","35,594,470","17,163,765"
Virginia Beach,Drake,10/6/2023,USUG12306066,981,"165,204,421","16,599,214",,"5,063,703","6,243,171","349,915"
Great Gatsby,Rod Wave,9/15/2023,USQX92305201,982,"66,813,186","75,881,981","34,091,093","18,521,097","13,491,731","395,093"
"1, 2, 3 (feat. Jason Derulo & De La Ghetto)",Sofï¿½ï¿½a R,2/16/2018,USWL11700238,983,"667,508,675","1,001,147,152","8,778,203,835","12,798,124",,"8,994,016"
Ateï¿½ï¿½e Dï¿½ï¿½,Mert Demir,9/22/2023,USA2P2346453,984,"98,395,711","198,114,786","84,398,578",,,"1,134,279"
Until I Found You (with Em Beihold) - Em Beihold Version,Stephen Sanchez,4/22/2022,USUG12202266,986,"1,020,452,066","114,404,861","1,013,000,586","1,435,373","3,198,903",
Wants and Needs (feat. Lil Baby),Drake,3/5/2021,USUG12101042,985,"793,287,638","104,966,782","319,496,635","57,284,328",,"2,221,501"
Jiwa Yang Bersedih,Ghea Indrawari,5/18/2023,FRX452328816,987,"229,120,157","136,914,720","5,604,886,674",,,"154,129"
Coco Chanel,Eladio Carrion,3/17/2023,QM4TX2344391,988,"459,282,058","100,210,832","147,682,062","9,497,644",,"742,228"
Calm Down Baby,DJ Laxman,1/12/2024,FR10S2458617,989,"1,389,772,733",,,,,
At My Worst,Pink Sweat$,7/17/2020,USAT22003823,991,"670,245,273","537,033,479","1,736,930,175","1,187,501",,"2,977,114"
TOO MUCH,The Kid LAROI,10/19/2023,USSM12307154,990,"137,894,955","45,533,851","13,108,162","2,640,092","1,157,460","601,987"
Go Down Deh (feat. Shaggy and Sean Paul),Spice,4/30/2021,USVPR2100046,993,"218,431,985","336,505,073","4,731,467,896","12,362,903","2,388,111","6,024,636"
Cake By The Ocean - Cover,MUSIC LAB JPN,6/7/2023,TCJPV2340543,"1,103","1,611,084,670",,,,,
Miles On It,Marshmello,5/3/2024,QZZVQ2400059,992,"41,924,126","4,219,901",,"9,227,545","239,024","189,286"
El Caballito,FARIANA,6/7/2024,QM6N22408548,994,"184,278",,"205,181,975",387,,"2,840"
PICK UP THE PHONE (feat. Nate Dogg),PAWSA,5/31/2024,GBCEN2400112,995,"2,284,977","186,215",,,"1,035,215","44,984"
Tomorrow 2 (with Cardi B),GloRilla,9/23/2022,USUM72217666,996,"157,806,193","216,925,153","507,673,872","54,650,583",,"1,089,768"
Se Preparï¿½,Ozuna,8/10/2017,USXDR1700552,997,"846,909,112","2,003,507,626","259,122,341","202,338,087",,"2,526,044"
Lost on You,LP,3/24/2016,QMRSZ1501406,998,"837,042,727","2,265,062,550","239,446,479","4,454,935",,"16,431,621"
Leï¿½,Marï¿½ï¿½lia Mendo,12/8/2022,BRWNV2200185,999,"415,752,953","423,072,409","754,580,262","14,151",,"280,389"
"What Jhumka ? (From ""Rocky Aur Rani Kii Prem Kahaani"")",Pritam,7/12/2023,INH102309955,"1,005","159,909,273","329,088,407",,,,"109,794"
Lean Wit Me,Juice WRLD,5/22/2018,USUG11800945,"1,001","880,781,313","432,457,883","33,981,823","59,762,272","120,023,575","934,193"
HOTEL LOBBY (Unc & Phew),Quavo,5/20/2022,USUG12202512,"1,002","399,707,517","44,839,108","1,130,861","81,514,413",,"2,145,146"
"Choli Ke Peeche (From ""Crew"")",Diljit Dosanjh,3/20/2024,INT102400983,"1,006","16,264,473","93,523,633",,,,"35,056"
April Rain in August Weather,Baba Blakes,3/24/2023,FR96X2351551,"1,004","408,449","524,571,173",385,,,75
LEATHER,MAKAELA,1/27/2023,QZJG52355895,"1,000","1,696","604,258,394",,,,
Panini,Lil Nas X,6/20/2019,USSM11903948,"1,003","741,766,886","659,070,547","493,209,730","132,924,483","43,940,834","2,409,985"
She Had Me At Heads Carolina,Cole Swindell,4/8/2022,USWB12200181,"1,007","244,709,550","92,809,269","140,118,719","154,772,045",,"911,477"
"So Long, London",Taylor Swift,4/18/2024,USUG12401032,"1,008","175,613,480","15,237,337","1,510,800","2,107,786",,"67,886"
good 4 u,Olivia Rodrigo,5/14/2021,USUG12101253,"1,009","2,167,768,056",,,,,"7,171,230"
bad idea right?,Olivia Rodrigo,8/11/2023,USUG12304094,"1,012","433,515,672","37,971,085","839,351,640","10,949,173",,"706,445"
"Ay, DiOs Mï¿½ï¿½",KAROL G,7/10/2020,USUM72013593,"1,016","599,215,039","834,762,162","779,241,131","54,177,152","2,842,552","1,362,793"
happier,Olivia Rodrigo,5/21/2021,USUG12101247,"1,015","1,133,535,049","352,845,171","3,266,081,830","34,992,093",,"1,970,544"
Lalala,Y2K,6/28/2019,USSM11904230,"1,010","968,133,091","707,665,227","6,342,877,983",,,"9,155,025"
ONE MORE TIME,blink-182,9/21/2023,USSM12306395,"1,011","62,097,485","36,646,460","39,957,104","3,622,597",,"1,145,608"
ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,HoneyWorks,11/21/2022,JPX402200183,"1,014","23,191,929","128,703,160","6,284,732,144","46,380",,"188,814"
Tubarï¿½ï¿½o Te,Dj LK da Escï¿½ï¿½,9/28/2022,BC91N2200001,"1,013","150,177,750","153,683,754","15,253,039,012","64,326",,"1,072,415"
Chichiquetere,HCTM,8/6/2022,SGB502231965,"1,017","1,858,478","163,462","1,420,793,896",,,"49,225"
After Hours,Kehlani,4/4/2024,USAT22401034,"1,019","34,629,239","2,560,026","4,592,500","4,067,131","603,693","349,619"
Monkeys Spinning Monkeys,Kevin MacLeod,5/16/2011,USUAN1400011,"1,018","11,477,477","11,457,166","233,232,311,463",,,"1,177,639"
II MOST WANTED,Beyoncï¿½,3/27/2024,USSM12402717,"1,022","76,870,736","6,424,033",,"4,488,447","176,006","286,217"
One Kiss (with Dua Lipa),Calvin Harris,1/1/2015,GBARL1800368,"1,024","2,178,606,166","1,256,080,361","1,597,020,461","141,238,520",,"15,829,169"
Mmhmm,BigXthaPlug,10/6/2023,QZNMX2391413,"1,020","155,648,648","27,758,776","7,609,548","7,238,417","5,358,274","479,173"
BOP,DaBaby,9/27/2019,USUM71918972,"1,021","820,923,123","661,665,888","129,969,428","123,274,962",,"2,417,871"
Husn,Anuv Jain,12/1/2023,INUM72303081,"1,023","181,457,783","130,834,495",,,,"355,361"
Titanium (feat. Sia),Sia,1/1/2011,GB28K1100036,"1,031","1,634,403,761","1,855,838,617","510,515,661","651,980,038",,"15,214,627"
Kahani Suno 2.0,Kaifi Khalil,5/31/2022,QZK6Q2278612,"1,027","296,648,613","510,727,740","410,960,127",,,"422,144"
No_se_ve.mp3,Emilia,5/3/2023,QM6N22333334,"1,025","218,340,846","223,159,269","876,147,905","13,860",,"744,536"
Lean On (feat. Mï¿½ï¿½ & DJ Snake) - J Balvin & Farruko R,Major Lazer,9/4/2015,FR6P11501180,"1,030","53,822,187","3,617,929,617",956,,,
Arcade,Duncan Laurence,3/7/2019,NL1TK1900001,"1,029","1,184,536,529","439,603,979","6,956,515,458","43,572,216",,"11,835,805"
Ya Te Olvide,Natanael Cano,5/15/2024,QZ9QQ2400324,"1,032","38,139,811","19,437,867",,"938,522",,"114,816"
How Deep Is Your Love,Calvin Harris,7/17/2015,GBARL1500704,"1,026","1,156,342,373","1,961,319,809","982,629,718","164,858,805",,"14,394,209"
BUTTERFLY EFFECT,Travis Scott,1/1/2017,USSM11704799,"1,028","1,388,024,799","583,707,677","236,970,860","190,725,773","89,880,570","3,356,112"
Let You Down,NF,9/15/2017,USUM71708226,"1,034","1,472,430,869","668,707,222","270,757,450","484,243,114",,"8,887,316"
FE!N (feat. Playboi Carti),Travis Scott,3/30/2024,USSM22301824,"1,033","656,618,110",,,,,
Bad Memories (feat. Elley Duhï¿½ï¿½ & FAST ,MEDUZA,7/22/2022,GBUM72203666,"1,035","460,973,352","21,938,855","202,563,112","4,963,625","2,244,208","3,373,945"
Yo Perreo Sola,Bad Bunny,2/29/2020,QM4TX2030934,"1,036","745,086,450","818,482,247","1,133,216,780","81,678,830",,"1,822,325"
ETA,NewJeans,7/21/2023,USA2P2330071,"1,038","234,215,735","189,170,317","297,802,502","696,801","1,352,255","248,138"
Jordan,Ryan Castro,4/30/2021,FR96X2111994,"1,037","535,847,791","602,969,531","5,134,093,462","1,005,285",,"1,079,602"
Take You Dancing,Jason Derulo,7/22/2020,USAT22004479,"1,039","716,319,941","460,154,791","1,506,051,452","111,888,753",,
BUBALU,Feid,9/22/2023,USUM72312321,"1,043","152,487,756","91,266,986","7,708,938","1,037,674",,"783,303"
Be Alright,Dean Lewis,6/29/2018,AUUM71800255,"1,042","1,749,353,402","244,698,483","379,547,638","187,475,548","38,670,021","12,744,176"
Jalebi Baby,Tesher,11/13/2020,QZNWQ2070741,"1,041","164,137,928","569,438,267","8,443,743,856","1,536,646","3,441,396","6,489,242"
Endless Summer,Alan Walker,7/13/2023,NOG842305010,"1,040","28,340,672","6,667,293","395,590,915","297,266",,"150,561"
Belly Dancer,Imanbek,2/18/2022,NLZ542200165,"1,047","547,114,702","152,539,885","367,187,204",,,"3,826,486"
Who Told You (feat. Drake),J Hus,6/8/2023,GBARL2300716,"1,046","142,574,143","16,368,063","264,112,132","434,491",,"845,300"
NIGHT DANCER,imase,8/19/2022,JPPO02202918,"1,045","239,149,370","281,173,184","2,285,171,989","304,322",,"1,864,998"
Yoksun,Ebru Yaï¿½ï¿½,2/2/2024,FR2X42424385,"1,048","33,174,286","119,795,906",,,,"499,594"
DON'T YOU WORRY,Black Eyed Peas,6/16/2022,USSM12202555,"1,044","302,939,117","236,850,911","74,013,480","1,954,271",,"4,456,945"
"Rowdy Baby (From ""Maari 2"")",Dhanush,8/26/2020,IND291823075,"1,057","58,283,353","1,558,088,734",,344,,"139,710"
MIDDLE OF THE NIGHT,Elley Duhï¿½,1/10/2020,USRC11903813,"1,054","1,104,008,150","431,904,675","2,922,804,533","19,854,772",,"10,511,473"
Pickup Man (feat. Post Malone),HARDY,11/9/2023,USUG12305726,"1,055","27,891,947",,,"156,941,809","345,159","96,725"
Volando (Remix),Mora,7/8/2021,QMFME2105596,"1,052","701,919,939","560,364,244","74,137,126","14,229,625",,"1,404,755"
Moth To A Flame (with The Weeknd),Swedish House Mafia,2/5/2021,USUG12105524,"1,056","861,100,951","95,899,960","184,453,448","20,927,702","4,485,036","5,566,537"
WORTH IT (feat. Don Toliver),Offset,10/12/2023,USUM72313166,"1,050","48,339,964","9,010,442","10,073,870","17,202,812",,"889,320"
Canï¿½ï¿½ï¿½t Catch Me Now - from The Hunger Games: The Ballad of Songbirds & ,Olivia Rodrigo,11/3/2023,USUG12307028,"1,053","259,807,712","9,545,403","538,186,129","6,040,638","1,472,596","1,027,616"
Solteiro Forï¿½ï¿½ado - (Boiadeira Internacio,Ana Castela,7/7/2023,BX3022300019,"1,051","210,195,998","291,263,121","55,226,429","1,736",,"137,611"
"Naina (From ""Crew"")",Diljit Dosanjh,3/5/2024,INT102400827,"1,049","65,661,355","89,220,257",,,,"127,403"
Bel Bont El3areedh,Hussain Aljassmi,12/19/2022,AEA142213346,"1,059","16,119","634,519,417",,,,
"Naa Ready (From ""Leo"")",Anirudh Ravichander,6/22/2023,INS172307161,"1,058","142,430,643","347,065,741","18,800","2,762",,"101,174"
Dï¿½ï¿½jala Que Vuelva (feat. Manuel Tur,Piso 21,10/20/2017,MXF151700546,"1,061","871,780,891","2,169,311,851","121,241,311","28,752,324",,"1,867,651"
Feel the POP,ZEROBASEONE,5/13/2024,KRA492400588,"1,060","8,699,917","31,498,812","329,800","1,443","17,497","11,352"
Diamonds,Rihanna,1/1/2012,USUM71211793,"1,063","1,419,912,461","2,336,257,288","6,890,158","545,061,119",,"11,373,333"
Fuera del mercado,Danny Ocean,2/17/2022,USWL12200098,"1,064","535,013,440","162,236,183","4,479,627,831","1,646,419",,"1,371,874"
Poor People We,Harp and a monkey,11/28/2022,UKXN22273282,"1,062","1,071","654,777,639",,,,23
El Cielo,Sky Rompiendo,6/2/2023,USSD12300241,"1,068","354,097,795","89,166,241","107,126,101","5,226,972",,"542,456"
ALL MY FELLAS,Frizk,9/19/2023,QZTAZ2359846,"1,070","56,978,899","31,575,700","641,905,367","345,036",,"460,827"
Bebefinn Song,Pinkfong,5/3/2024,KRE672300203,"1,069","38,895","50,007,108",,,,
BITTERSUITE,Billie Eilish,5/17/2024,USUM72401987,"1,066","58,810,212",,,"161,908","680,392","104,093"
Me Fui de Vacaciones,Bad Bunny,5/6/2022,QM6MZ2214894,"1,067","366,872,354","146,768,761","1,794,129,686","10,647,882","2,328,837","768,036"
Talk (feat. Disclosure),Khalid,2/7/2019,USRC11900004,"1,065","968,194,426","468,753,245","175,481,915","374,578,867",,"5,865,620"
Rompe La Dompe,Peso Pluma,12/28/2023,QMFMG2368181,"1,071","164,219,485","101,560,741",,"3,424,638",,"184,898"
greedy sped up,Tate McRae,9/14/2023,USRC12302740,"1,074","21,648,841",,"3,067,524,132","608,904",,
Reloj,Rauw Alejandro,10/22/2020,USSD12000471,"1,072","579,749,218","645,701,697","1,294,351,127","47,558,473",,"1,542,421"
ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,3/22/2024,THSOH2402582,"1,073","2,730,458","89,974,882",,,,"15,042"
Youï¿½ï¿½ï¿½re Mines Still (feat. ,Yung Bleu,10/15/2020,USWB12004394,"1,075","233,139,871","425,539,008","111,422,826","155,675,259","25,280,506","523,078"
BADGYAL,SAIKO,4/26/2024,QM4TX2482887,"1,076","56,282,981","13,102,384",,"3,698",,"279,219"
Sorry 4 The Wait,Lil Wayne,1/14/2022,USUG12106458,"1,079","24,285,898","9,750,600","1,029,336","16,796,873",,"211,234"
DILUVIO,Rauw Alejandro,7/7/2023,USSD12300302,"1,078","310,562,790","113,130,284","372,688,472","9,966,566","169,769","841,414"
ZEZE (feat. Travis Scott & Offset),Kodak Black,10/12/2018,USAT21811523,"1,080","1,070,685,587","494,548,432","463,776,007","235,258,481",,"4,235,259"
"Kesariya (From ""Brahmastra"")",Pritam,7/17/2022,INS172203702,"1,084","516,740,949","548,697,509",,"896,892","3,338","372,802"
The Craving (single version),Twenty One Pilots,5/22/2024,USAT22403454,"1,083","9,084,595","11,912,619",,"1,346,719",,"35,315"
Bartolito,Duo Tiempo de Sol,10/5/2015,ARF061500454,"1,082","70,061,366","3,257,763,799",,,"17,519","73,794"
Peaches,Jack Black,4/7/2023,USQ4E2204040,"1,077","144,252,786","68,229,038","3,002,241,315","17,629,603","946,535","292,159"
Counting stars,OneRepublic,8/4/2014,FR0Z50017635,"1,081",,"4,069,201,723",,,,
Take My Breath - Single Version,The Weeknd,8/5/2021,USUG12102076,"1,085","465,348,362","218,889,957","224,955,330","78,039,281",,
Lavender Haze,Taylor Swift,10/21/2022,USUG12205734,"1,090","711,138,043","26,695,871","302,181,012","54,466,202",,"900,372"
KU LO SA - A COLORS SHOW,Oxlade,6/10/2022,QMEU32209358,"1,089","331,419,634","90,820,063","534,189,550","6,105,145",,"4,816,359"
Toca o Trompete,Felipe Amorim,7/21/2023,BCOOP2300013,"1,087","166,784,328","196,927,226","1,222,155,154",,,"173,558"
Nobody Gets Me,SZA,12/9/2022,USRC12204598,"1,091","561,645,790","79,127,644","220,878,489","20,725,484","3,758,963","1,208,187"
Sleep Well,CG5,2/16/2024,USA2P2406901,"1,086","19,236,234","114,064,058",,"516,534",,"71,078"
Hei Apa Apa / Tik Tak Tik Tik,Donny Fernanda,2/14/2023,FR59R2347368,"1,092","12,415",,"2,586,057,582",,,
Glock In My Lap,21 Savage,10/2/2020,USSM12006061,"1,088","614,603,953","164,711,656","162,296,330","18,427,460","34,124,605","2,194,666"
overseas,Ken Carson,4/12/2024,USUM72403587,"1,095","35,980,441","1,080,994",,"107,128","2,768,006","82,029"
CORAZï¿½ï¿½N VA,Maria Becerra,6/22/2023,USWL12301086,"1,094","251,442,618","209,201,810","541,965,678","188,360",,"209,753"
PUNTO G,Quevedo,11/4/2022,BK4DA2202913,"1,096","600,073,400","171,936,153","450,971,538","272,917","97,391","529,802"
"Muqabla (From ""Street Dancer 3D"")",Yash Narvekar,12/21/2019,INS181905922,"1,093","102,668,822","1,111,498,706","557,936,748",,,"104,058"
Ditto,NewJeans,12/19/2022,USA2P2254487,"1,098","614,497,357","202,069,442","1,587,051,148","1,082,714",,"714,871"
"Katchi Sera - From ""Think Indie""",Sai Abhyankkar,1/22/2024,INT202404272,"1,099","61,447,714","128,967,148",,,,"311,293"
Danza Kuduro - Cover,MUSIC LAB JPN,11/24/2023,TCJPX2397668,"1,097","1,642,258,500",,,,,
Bubble Gum,NewJeans,5/24/2024,USA2P2414844,"1,101","20,630,900","14,185,984",,"48,314","53,406","33,194"
Abejita Chiquitita,El Payaso Plim Plim,9/8/2023,ARLIB2220027,"1,102","5,741,262","272,927,101","11,056",,,"6,795"
Love wins all,IU,1/24/2024,KRA382400642,"1,100","60,903,416","122,003,102","712,700","66,751",,"120,507"
PRINCESITA DE ...,Jere Klein,12/1/2023,QMFMF2334329,"1,103","106,290,197","139,655,492",245,"85,692",,"195,908"
Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),Tainy,10/5/2021,USA2P2135437,"1,104","912,709,169","410,395,727","303,742,856","26,070,209",,"1,218,835"
BABY HELLO,Rauw Alejandro,6/23/2023,USSD12300274,"1,105","268,383,799","69,047,745","103,169,265","3,542,840",,"933,823"
ONE CALL,Rich Amiri,11/3/2023,QZJ842004052,"1,106","271,566,931","24,725,245","8,704,294","259,065",,"817,705"
Pehle Bhi Main,Vishal Mishra,11/24/2023,INS182303389,"1,111","235,472,222","134,079,122",,,,"300,188"
Kill Bill,pasa michaelson,8/26/2023,GB8KE2318565,"1,156","1,842,758,768",,,,,
2/Catorce,Rauw Alejandro,2/14/2021,USSD12100059,"1,107","534,981,600","607,206,864","2,285,726,710","41,372,873",,"1,847,960"
Ride,Twenty One Pilots,5/12/2015,USAT21500598,"1,110","1,724,766,252","1,832,805,733","515,516,585",,,
Dusk Till Dawn (feat. Sia),ZAYN,9/8/2017,USRC11701783,"1,108","7,660,758","2,384,906,510","2,577,621,675",,,
Rush,Troye Sivan,7/13/2023,AUUM72300170,"1,109","299,291,405","59,684,881","341,762,321","741,956",,"1,347,624"
Physical,Dua Lipa,1/30/2020,GBAHT1901298,"1,115","967,029,446","570,687,048","430,832,681","40,101,832",,"5,988,911"
Pumped Up Kicks,Foster The People,1/1/2010,USSM11002931,"1,113","1,791,778,314","599,930,123","2,757,623,631","777,542,552",,"16,415,660"
Yes Indeed,Lil Baby,5/15/2018,USUM71806749,"1,112","1,110,994,645","143,629,586","194,904,663","425,125,110","54,088,502","3,561,319"
Open Arms (feat. Travis Scott),SZA,12/8/2022,USRC12204602,"1,114","418,181,065","87,097,570","155,757,311","4,424,141","7,784,284","1,272,704"
edamame (feat. Rich Brian),bbno$,7/24/2021,QMUY42100151,"1,117","460,770,585","129,095,680","5,783,885,492","2,857,509",,"5,556,466"
Turn Down for What,DJ Snake,12/18/2013,USSM11308174,"1,116","547,207,250","1,350,062,601","1,943,093,911","411,609,954","1,150,036","14,799,660"
Calling (feat. A Boogie wit da Hoodie) [Spider-Man: Across the Spider-Verse],Metro Boomin,6/2/2023,USUM72308543,"1,120","234,350,961","60,645,740",,"6,384,645",,"1,068,077"
Smokin Out The Window,Bruno Mars,11/5/2021,USAT22105952,"1,121","463,977,298","219,573,887","26,701,713","39,063,749",,"1,849,092"
Goin' Off,Karan Aujla,5/9/2024,AUBEC2438653,"1,118","13,606,839","32,342,705",,,,"33,780"
Close To You,Gracie Abrams,6/7/2024,USUG12401775,"1,119","13,700,065","466,102",,"39,776",18,"69,456"
Pagli Dekhave Agarbatti,Neelkamal Singh,9/28/2023,INH102313673,"1,124","20,981,562","272,841,611",,,,
From The D To The A (feat. Lil Yachty),Tee Grizzley,3/17/2017,QMCE31700982,"1,122","364,325,529","29,708,407","16,341,869","131,664,821","222,229,993","891,593"
Me Rehï¿½ï¿½,Danny Ocean,11/3/2017,USWL11900076,"1,126","1,778,934,858","1,915,123,572","158,762,431","66,752,966",,"6,246,243"
Nonsense,Sabrina Carpenter,7/15/2022,USUM72210708,"1,129","817,286,460","156,580,179","357,890,160","33,407,481",,"1,180,048"
Run It Up (feat. Offset & Moneybagg Yo),Lil Tjay,4/2/2021,USSM12101540,"1,127","392,745,531","96,203,913","137,477,748","10,758,226","39,475,086","1,432,080"
Lose You To Love Me,Selena Gomez,10/23/2019,USUM71918727,"1,123","1,222,228,366","569,150,755","519,924,812","191,725,976","959,144","3,669,533"
Worth It,YK Osiris,2/8/2019,USUM71821752,"1,125","340,112,388","283,340,446","132,694,197","171,927,306","103,378,626","1,660,493"
Fight The Feeling,Rod Wave,3/31/2023,USQX92301922,"1,128","86,327,319","65,828,097","137,960,911","34,839,558","12,848,106","567,245"
Axel F,Crazy Frog,12/11/2009,DEAF71578230,"1,134","178,536,020","5,049,428,366",,,,"2,967,336"
Robbery,Juice WRLD,2/13/2019,USUG11900302,"1,131","1,306,374,052","606,402,216","281,781,468","63,372,791",,"1,815,403"
Bebe Dame,Fuerza Regida,12/16/2022,QZ9QQ2200182,"1,132","562,099,076","11,080,081","1,746,059,702","98,549,626",,"2,289,240"
Green Green Grass,George Ezra,3/22/2022,GBARL2200008,"1,133","300,430,813","103,550,086","3,375,488,113","1,947,849","2,041,978","2,071,865"
